1.78E+18,Fri Apr 05 13:12:12 +0000 2024,0,@TxtdariHI dampaknya kayaknya mulai kerasa ketika pemerintah Indonesia berani memindahkan ibukota dari Jakarta (Jawa) ke Nusantara (Kalimantan) seperti negara? di Kalimantan Malaysia dan Brunei bangun u/membangun kenapa kok ndk dari dulu kepikiran kereta api melintas 3 negara,1.78E+18,,TxtdariHI,in,???? ,0,0,0,https://twitter.com/DittoRadhitya/status/1776236397105738036,1.06E+18,DittoRadhitya
1.78E+18,Fri Apr 05 12:38:00 +0000 2024,0,Prabowo-Gibran Mulai Godok Program yang Anggarannya Setara IKN Nusantara Belajar dari China-India #IKN #IKNNusantara #IbuKotaNegara #Sepaku #Kaltim #KalimantanTimur #IbuKotaNusantara #makansianggratis #PrabowoGibran https://t.co/yFWqL3xr4t lewat @tribunkaltim,1.78E+18,,,in,"Balikpapan, Indonesia",0,0,0,https://twitter.com/tribunkaltim/status/1776227789080871185,103551225,tribunkaltim
1.78E+18,Fri Apr 05 10:58:32 +0000 2024,0,Terungkap fakta baru kagetnya Malaysia dengar rencana proyek kereta cepat IKN Nusantara - Brunei https://t.co/1pLwrQTdzZ #ikn #beritaterkini #beritaterbaru,1.78E+18,,,in,"Balikpapan, Indonesia",0,0,0,https://twitter.com/tribunkaltim/status/1776202758355550395,103551225,tribunkaltim
1.78E+18,Fri Apr 05 10:23:09 +0000 2024,0,Sebagai tambahan informasi per Maret 2024 progres pembangunan Ibu Kota Nusantara (IKN) batch 1 telah tembus 77%. #PrabowoPilihanRakyat Prabowo Subianto,1.78E+18,,inang_hasiholan,in,,0,1,0,https://twitter.com/inang_hasiholan/status/1776193855769190546,8.03E+17,inang_hasiholan
1.78E+18,Fri Apr 05 10:22:59 +0000 2024,0,Rencananya presiden terpilih 2024-2029 akan dilantik di Ibu Kota Nusantara (IKN) Kalimantan Timur. #PrabowoPilihanRakyat Prabowo Subianto,1.78E+18,,inang_hasiholan,in,,0,1,0,https://twitter.com/inang_hasiholan/status/1776193809954881841,8.03E+17,inang_hasiholan
1.78E+18,Fri Apr 05 10:07:49 +0000 2024,0,@prabowo @gibran_tweet Sebelumnya Basuki Hadimuljono membocorkan rencana pelantikan Presiden dan Wakil Presiden RI terpilih. Menurutnya pelantikan akan digelar di Ibu Kota Nusantara (IKN) Kalimantan Timur.,1.78E+18,,itspragibtime,in,,0,1,0,https://twitter.com/itspragibtime/status/1776189993066889236,1.71E+18,itspragibtime
1.78E+18,Fri Apr 05 10:07:15 +0000 2024,0,@prabowo @gibran_tweet Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono menyebut ada rencana pelantikan presiden dan wakil presiden periode 2024-2029 akan dilakukan di Ibu Kota Nusantara (IKN).,1.78E+18,,itspragibtime,in,,0,1,0,https://twitter.com/itspragibtime/status/1776189850775089469,1.71E+18,itspragibtime
1.78E+18,Fri Apr 05 10:06:29 +0000 2024,0,Wah ini ternyata tanggapan mas Gibran soal kabar katanya Presiden dan Wakil Presiden terpilih nantinya akan dilantik di IKN! Ini dari bocorannya Pak Bas lohh...! [THREAD] @prabowo @gibran_tweet #MenataMasaDepan #PrabowoGibran2024 #IKN #Nusantara #Gibran https://t.co/ukGWCVNRl6,1.78E+18,https://pbs.twimg.com/media/GKZKxbwaUAAvjH4.jpg,,in,,1,1,0,https://twitter.com/itspragibtime/status/1776189658575351813,1.71E+18,itspragibtime
1.78E+18,Fri Apr 05 08:58:51 +0000 2024,0,Sebagai tambahan informasi per Maret 2024 progres pembangunan Ibu Kota Nusantara (IKN) batch 1 telah tembus 77%. #PrabowoPilihanRakyat Prabowo Subianto,1.78E+18,,Rizwariryb,in,Senayan Jakarta Selatan,0,1,0,https://twitter.com/Rizwariryb/status/1776172641143123968,2428768339,Rizwariryb
1.78E+18,Fri Apr 05 08:58:42 +0000 2024,0,Rencananya presiden terpilih 2024-2029 akan dilantik di Ibu Kota Nusantara (IKN) Kalimantan Timur. #PrabowoPilihanRakyat Prabowo Subianto,1.78E+18,,Rizwariryb,in,Senayan Jakarta Selatan,0,1,0,https://twitter.com/Rizwariryb/status/1776172602828140919,2428768339,Rizwariryb
