text,label,skor
Gubernur @pramonoanung menghadiri penyerahan hibah Kendaraan Dinas Operasional (KDO) Pemadam Kebakaran (Damkar) milik Dinas Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat) DKI Jakarta kepada 14 daerah di Indonesia.  https://t.co/EEhcO7CVVF,Positif,3
Gubernur DKI Jakarta Pramono Anung menyebut jumlah pelamar rekrutmen petugas pemadam kebakaran (damkar) sudah tembus 20 ribu orang hingga Kamis (14/8/... https://t.co/acfROhrqNy,Positif,1
"Kabupaten Klaten akan segera punya gedung untuk markas pemadam kebakaran (damkar) yg lebih representative dari gedung lama. 
Diharapkan dengan gedung baru nanti kinerja damkar bisa lebih ditingkatkan. 

  https://t.co/gdXxcrD6G7",Positif,1
"Sebuah video viral menampilkan keseruan anak-anak bermain flying fox dengan kendaraan pemadam kebakaran.

Tampak petugas damkar dengan hati-hati menjaga seorang anak yang sedang meluncur turun. 

Video ini menuai perhatian netizen yang justru ingin mencobanya.

âgantian dek, https://t.co/vjG0NkNOQ1",Negatif,-3
"@Idafitri2508 Katanya paling cepat 6-8 jam diusahakan nyala. Tapi aku nggak yakin

https://t.co/HuLKYaJdfx",Netral,0
"...Ini sama kek 1 jendral polisi tahun lalu nuduh kami (aktivis buruh di Bekasi) pasti ada yg danai tiap demo.

Jendral tsb terheranÂ² dgn demo buruh.

Ya kami jelasin kalo buruhÂ² yg turun ke jalan itu tanpa bayaran karna dah wakafin hidupnya u/ bersolidaritas.

Susah emang kalo",Netral,0
"Sudah memakan dua korbannya, dengan sigap petugas Damkar beserta warga, menangkap buruannya ular pithon di lokasi rumah warga, di belakang KUA Kec. Campaka. 
#penais
#iparikemenagkabupatenpurwakarta
#penyuluhagamakuacampaka
#akhmadhaidir https://t.co/tXwDRjwlXC",Negatif,-1
"Cadangan devisa dibakar terus demi jaga Rupiah
Hasilnya Rupiah tetap jatuh rakyat tetap menjerit
Ini kaya nonton pemadam kebakaran datang bawa kipas angin
Tidak aneh kalau #BankIndonesiaTanggungJawab makin viral dan tuntutan Copot Gubernur BI makin dianggap serius",Netral,0
"Wujud Polri sigap dan responsif, personel Polsek Waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di Desa Kedungrejo. Sinergi dan gerak cepat ini dilakukan demi menjaga keselamatan warga serta memastikan akses jalan kembali aman dan lancar. https://t.co/WfxVIoEOu0",Positif,2
"Benturan menyebabkan bus terbakar dan menyeret sejumlah kendaraan lain, sehingga tim pemadam kebakaran segera dikerahkan ke lokasi!

Baca selengkapnya: https://t.co/Gn1ERXeTzp

#kecelakaankereta #kecelakaan #bangkok DR",Negatif,-1
"Wujud Polri yang sigap dan responsif, personel Polsek Balongbendo bersama petugas pemadam kebakaran bergerak cepat menangani kebakaran lahan kosong demi mencegah api meluas ke permukiman warga. Kehadiran petugas di lokasi menjadi bentuk nyata pelayanan 
#PolrestaSidoarjo
#Polri https://t.co/xzWJm798Jy",Positif,2
@Alikha5876Khan @Inie_UtyCute Padahal dulu jauh lebih parah pemadam kebakaran aja sudah ada di lokasi itu api tidak akan di padamkan bila taada uang sogok ya ...separah itu Lo bisa di hilang kan dengan niat yg kuat dari para atasan (di kutip dari Dahlan Iskan),Negatif,-3
"Seorang anggota pemadam kebakaran sekaligus komika, Khairul Umam, mengaku menerima teror bernada ancaman lewat WhatsApp. Dalam pesan teror tersebut, pengirim bahkan menyebutkan data pribadi Umam dan keluarganya.

&gt;&gt; https://t.co/o4MvMejUzT https://t.co/84rKkb9Jla",Negatif,-2
"MALANG - Petugas Pemadam Kebakaran (Damkar) Kota Malang kembali melakukan aksi heroik. Kali ini, seekor ular berhasil dievakuasi dari rumah warga di Perumahan Puri Cemara Indah, Cemorokandang, Kedungkandang, Kota Malang, pada Sabtu pagi (6/9/2025).

Menurut keterangan warga, https://t.co/sduGrZyiLY",Negatif,-3
@totuno haruskah kita panggil pemadam kebakaran bff? ð³,Negatif,-1
"3. Gangguan Keamanan &amp; Ketertiban: Melaporkan kerusuhan, bencana alam, atau situasi darurat yang membutuhkan intervensi polisi.

4. Bantuan Kepolisian Cepat: Memberikan respons cepat dan terintegrasi untuk masyarakat yang membutuhkan pertolongan segera

#polriuntukmasyarakat",Negatif,-1
"@profesor_saham Kalo bukan : dokter IGD, damkar, petugas ATC mending shut the fuck up tentang beban kerja, tanggung jawab ð¤­",Negatif,-4
"Aksi heroik petugas pemadam kebakaran (Damkar) Kabupaten Lebak, Banten viral di media sosial saat memadamkan kebakaran masih mengenakan seragam Korpri. 

Mereka memilih meninggalkan momen bersejarah pelantikan sebagai Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) demi https://t.co/JqeRVdzEYx",Positif,1
"Wujud Polri sigap dan responsif, personel Polsek Waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di Desa Kedungrejo. Sinergi dan gerak cepat ini dilakukan demi menjaga keselamatan warga 
#PolrestaSidoarjo
#PolriUntukMasyarakat
#PolriPresisi https://t.co/cfCHlxgpHj",Netral,0
"Sebuah mobil di Depok kejeblos ke septic tank sedalam 3 meter. Pemadam Kebakaran butuh 12 jam untuk mengevakuasi mobil dari lubang tersebut.

&gt;&gt; https://t.co/P8V7WIr3In https://t.co/NwKVno9lb3",Negatif,-1
"@Caplin_15 Garaâ ini anakku yg TK cita-citanya jadi pengen petugas damkar 

Dikira kerjanya cuma main air buat begituan doang kali ðð",Negatif,-3
@MYYUKL kaya pemadam kebakaran,Netral,0
"17.30 Telah terjadi kebakaran rumah di Jl Cipinang Cempedak Raya No.25, RT.7/RW.6 Cipinang Cempedak, Kec. Jatinegara, Kota Jakarta Timur, patokan masjid mifathaul jannah. saat ini sedang proses pemadaman oleh Petugas Damkar. https://t.co/GGw70q56sC",Positif,2
https://t.co/yLvlfyN2RF,Netral,0
"Respon cepat ditunjukkan Polsek Jetis bersama petugas Pemadam Kebakaran (Damkar) Kota Yogyakarta dan warga dalam menangani peristiwa kebakaran rumah milik Bapak Tukiran di Kampung Badran, Jetis, Yogyakarta, Selasa (19/5/2026).
#pamtkpkebakaranjetisjogja
https://t.co/LNN0d9NTIm https://t.co/iCfubhMl9H",Positif,3
@machiattouw Tlfn pemadam kebakaran kak,Netral,0
Marching Band Satuan Polisi Pamong Praja dan Pemadam Kebakaran Kabupaten Cianjur (Gita Praja Wibawa) menjadi pengiring di upacara tersebut.,Negatif,-1
"Aksi petugas pemadam kebakaran biasanya identik dengan situasi darurat. Namun kali ini, momen berbeda justru viral di media sosial ketika sejumlah petugas Damkar.

Selengkapnya di video berikut ini!
#ForYourInformation #CariBeritaditvONe #Damkar #Serang #Banten #FYI02 #ZA03 https://t.co/wSIM0fLg5B",Netral,0
"Terima kasih kepada Rudiana, Kepala Seksi Penyelamatan Damkar Kota Bogor; R. Angga, Anggota Seksi Penyelamatan Damkar Kota Bogor; serta seluruh petugas DAMKAR Kota Bogor atas kerja sama dan dukungannya dalam pembuatan video ini, serta dalam mendukung upaya konservasi macaca.",Negatif,-1
"Provinsi DKI Jakarta menggelar apel besar kesiapsiagaan guna memperkuat peran tugas serta tanggung jawab relawan pemadam kebakaran dalam memberikan pelayanan terbaik bagi masyarakat. Apel tersebut dipimpin Gubernur DKI Jakarta Pramono Anung yang juga disapa Bang Anung, https://t.co/kzudYXtuiG",Positif,3
"Bersinerginya Serka Jamarin, Bhabinkamtibmas dan Lurah Cerminkan Kekompakan Mengayomi Masyarakat di Wilayah Koramil 01/PBU https://t.co/1dcdrktiMx https://t.co/lBdvSlAi4E",Netral,0
"Kebakaran melanda Gedung Pusat Pelayanan Jantung Terpadu (PPJT) RSUD Dr. Soetomo, Surabaya, Jumat (15/5) pagi.

Asap tebal terlihat membumbung dari bagian atas gedung rumah sakit di Jalan Dharmawangsa. Petugas pemadam menerima laporan sekitar pukul 06.33 WIB dan tiba di lokasi https://t.co/lr16lSBcB6",Negatif,-1
"ã¤
Tanpa penjelasan.
Tanpa pertengkaran.
Tanpa kesempatan untuk memperbaiki.

Kadangâralat, sampai sekarang pun Diratama masih suka terbangun tengah malam, dengan dada sesak dan kepala penuh pertanyaan yang tak pernah mendapat jawaban.

Apa salahnya?
ã¤",Negatif,-1
"Habis Ngonten Kegunaan Helm, Khairul Umam Mengaku Diteror

Petugas  pemadam kebakaran (Damkar) Depok yang juga komika, Khairul Umam mengaku  mendapatkan teror dari berbagai nomor yang tak dikenal.

Dalam unggahan Umam di Instagram @xkhairulumam pada Rabu, (25/2), dia https://t.co/YkISm2Hwuv",Negatif,-4
"Heboh di media sosial seekor monyet liar naik ke atas mimbar masjid di Kampung Baru, Cakung, Jakarta Timur. Petugas pemadam kebakaran Jakarta Timur diterjunkan ke lokasi.

#detikcom #Damkar #Monyet #Evakuasi https://t.co/QlOxfgq7nl",Netral,0
"Lapor Damkar Saja
Bagi warga, petugas pemadam kebakaran dan institusinya wujud respons cepat yang diharapkan dari semua layanan publik. Sesuatu yang belum mampu dijawab lembaga lain.
Baca Kompas
https://t.co/auHXoJhgdC
@hariankompas",Negatif,-4
"@CNNIndonesia Saking bingungnya punya anggaran banyak. Coba buat program berkelanjutan cegah/kurangi banjir, no. Jangan kerja spt pemadam kebakaran. Kalo banjir baru sibuk beri bantuan sana-sini.",Positif,2
"Listeners! Tugas pemadam kebakaran tak selalu soal api, pada Senin (5/1), petugas Damkar Kabupaten Bekasi membantu membujuk seorang remaja 15 tahun yang ketakutan dan menolak disunat.

ð¹Tiktok/infodepok
âï¸ Instagram/kumparancom
#MGTRADIO #MGTWhatsUp #Damkar #Bekasi https://t.co/yp4Pl3dWz2",Negatif,-8
"https://t.co/JmguQvVZXq || Suasana Megamall Manado di kawasan Megamas mendadak ramai perhatian warga pada Sabtu malam.

Asap terlihat dari bagian atas gedung sekitar pukul 21.00 WITA. Pengunjung langsung diarahkan keluar area mall, sementara petugas damkar bersama aparat keamanan https://t.co/uvq25Je6zb",Negatif,-4
"Seorang pasien berinisial S (46) meninggal dunia setelah kebakaran di lantai 5 gedung Pusat Pelayanan Jantung Terpadu (PPJT) RSUD Dr. Soetomo, Surabaya, pada Jumat pagi tadi. Api berhasil dipadamkan setelah mengerahkan belasan unit mobil pemadam kebakaran. Bagaimana kondisi https://t.co/WAgHiHujzw",Positif,2
"Barusan nonton tv bagaimana petugas Damkar (pemadam kebakaran) menyelamatkan orang tersedak bakso.
Nangkap buaya, lepas cincin, batalkan orang bunuh diri, diajak curhat urusan pribadi yg receh, dll banyak lagi, sukses oleh Damkar.
Inilah ""aparat keamanan"" yg paling terpercaya https://t.co/OB2C8NAWQO",Negatif,-1
Sayang pas latihan pemadam di PT malah rusak hydrantnya dan bikin alarm kebakaran sepabrik nyala... Ga jadi main air deh ð,Negatif,-1
"Aksi heroik dilakukan oleh personel Pemadam Kebakaran (Damkar) Kabupaten Polewali Mandar, Sulawesi Barat, yang rela masuk ke dalam saluran air keruh demi membantu mengambilkan barang dua orang pelajar.

#DamkarPolman #RescueSulbar #PolewaliMandar #AksiHeroik #DamkarIndonesia https://t.co/9nmT0SpC7S",Negatif,-2
"@v_frontline_pc Justru bagus dipublish buat beberapa pihak yg emang mau menghindari konvoi persib dari jauh-jauh hari, entah itu turis lokal/asing yg mau merencanakan liburan di Bandung akhir pekan ini atau pemadam kebakaran/ambulance yg bisa saja ada keperluan ketika akhir pekan nanti",Negatif,-3
"Tim Rescue DAMKAR BS menindak lanjuti laporan Bapak Ramdani untuk mengevakuasi ular yang masuk ke rumah pada hari Senin, 18 Mei 2026 pukul 08.15 WIB. 

Lokasi Ular Sanca tersebut berada di Jl. Raja Khalifah, Kota Medan, Kota Manna. 
                 https://t.co/SiNVKKIKc8",Negatif,-5
"@hooniewoo_ Aku ngeri kebakaran kalo mereka lomba masak, wajib ada pemadam kebakaran tuh siaga disana ð",Negatif,-2
"Sistem pemadam kebakaran mahal tapi nggak pernah di-maintenance? Itu bukan investasi, itu pajangan. ð©ð¥

Jangan terjebak ""Rasa Aman Palsu"". Kenali 3 musuh utama sistem proteksi:
1. Debu pada detektor ð¨
2. Korosi pipa hydrant ð ï¸
3. Baterai panel yang mati ð",Negatif,-10
"Dilema anak desain/arsitek pas ngerancang hotel mewah: Pengen plafonnya kelihatan estetik &amp; bersih, tapi regulasi K3 wajib pasang alat pemadam kebakaran yang sering kali ngerusak pemandangan. ð¨ð

#Elkofire #InteriorHotel #Arsitektur #Hospitality #K3Hotel #SmartBuilding https://t.co/ay74v8zXCI",Positif,1
https://t.co/v8PFBBQ9o3 https://t.co/dp2AoeHj2o,Netral,0
"Menghadapi ancaman kebakaran hutan dan lahan (Karhutla), Polda Sumsel berkomitmen meninggalkan pola konvensional. Kapolda Sumsel memimpin langsung Apel Besar Kesiapsiagaan di Lahat dengan memprioritaskan pemanfaatan teknologi pemantauan real-time. 

Pendekatan humanis juga https://t.co/iCMRXaCUeX",Positif,1
"Petugas Damkar Evakuasi Kukang dari Plafon Warung Siomay

Petugas dari Pemadam Kebakaran, Penyelamatan &amp; Penanggulangan Bencana Lubuklinggau Kota Lubuklinggau Sumatra Selatan, berhasil mengevakuasi seekor satwa Kukang yang diduga tersesat hingga masuk ke plafon sebuah kedai makan https://t.co/Y1j9HCcsWE",Negatif,-6
@kiyoswnn yang desainer sama pemadam kebakaran itu ka,Negatif,-1
"Dalam rangka mempercepat proses pemulihan pascabencana alam banjir bandang dan tanah longsor yang melanda Kabupaten Aceh Tamiang, Satuan Tugas (Satgas) Penanggulangan Bencana Yonif 115/Macan Leuser mengerahkan enam unit mobil pemadam kebakaran (damkar) untuk melakukan pembersihan https://t.co/OMQf5iAaTl",Negatif,-1
@eskopijeruk Kamu harus nonton dracin firework of my heart ð tentang kisah cinta niak turun pemadam kebakaran dan dokter   seruuuuu,Negatif,-1
"@laoderendrian @infobintaro @pamjaya_dki Yth. Pelapor,

Terima kasih atas laporan yang telah Anda sampaikan. Agar laporan dapat segera ditindaklanjuti dengan cepat dan akurat, mohon kesediaannya untuk melengkapi informasi berikut:

â¢ Alamat lengkap lokasi laporan
â¢ Patokan/detail lokasi laporan (contoh: di depan Toko",Negatif,-6
"@direktoridosen @Jakartalk @txttransportasi @txtdrkuliner @budakpelembang @AboutPalembang @lampunggehh @ANTARABengkulu Masyarakat di sejumlah wilayah Pulau Sumatra mengeluhkan terjadinya pemadaman listrik massal (blackout) pada Jumat, 22 Mei 2026 malam.

Insiden pemadaman darurat ini memicu keluhan warganet dan meramaikan linimasa media sosial dengan tagar #Sumateragelap.

https://t.co/b4aiZYgfM6",Negatif,-1
ð tiba2 kepikiran gimana kalo ada kebakaran masih kecil terus langsung nelpon damkar tapi apinya udah mati duluan sebelum damkar dateng? bakal dimarah ga ya?,Netral,0
"Kebakaran melanda Mega Mall Manado pada Sabtu (16/5). Api diduga berasal dari area food court di lantai tiga pusat perbelanjaan tersebut.

Petugas pemadam kebakaran dikerahkan ke lokasi untuk menjinakkan api. Sejumlah pengunjung dilaporkan panik dan bergegas keluar dari gedung https://t.co/nEb6pZKtE2",Negatif,-6
"ANTARA -  ANTARA -  Asap kebakaran Jakbar berpotensi racun, Damkar turunkan robot pemadam https://t.co/bV6xArldPS https://t.co/vgxKX4MiIV",Netral,0
@Purplewithyell1 Yg gamasuk akal itu kebakaran gaada pemadam kebakaranð¥² ð§âð,Negatif,-2
"@keluhkesahkonoh Tp bener jgk sih, kalo makmur ga ada penjahat. Polisipun ga perlu ada. Cukup pemadam kebakaran aja dah cukupð­ð­
Tp berhubung penjahat masih banyak, yok pak polisi kerjaaa. Jan ngurusin pajek kendaraan doangð­ð­",Positif,2
"Petugas Damkar Pingsan dari Motor, Dirawat Tim Medis

Sebuah rekaman video cctv memperlihatkan pengendara motor berseragam petugas pemadam kebakaran pingsan dan jatuh dari motornya di kawasan lampu merah di Alun-Alun Wonosari, Gunungkidul, Yogkakarta. Peristiwa tersebut terjadi https://t.co/E1whtk9dVd",Negatif,-6
"Polres Ngawi di bawah kepemimpinan Kapolres Ngawi AKBP Prayoga Angga Widyatama, S.I.K., https://t.co/rW5NS7fKiy., melalui Polsek Kendal melaksanakan sosialisasi Call Center 110 apabila mengalami maupun mengetahui adanya gangguan kamtibmas, tindak kriminalitas, atau situasi darura https://t.co/0mW1YZ4TQK",Netral,0
"Menindaklanjuti laporan tersebut, unit dan personel segera menuju lokasi untuk melakukan upaya pemadaman. Operasi pemadaman mulai dilaksanakan pada pukul 00.41 WIB. Pada pukul 00.50 WIB, proses lokalisir api berhasil dilakukan.",Negatif,-1
"@nununay Bukannya ungu, yg sirine pemadam kebakaran?",Negatif,-1
"@engkoldongs Tetanggaku kena mukanya semua luka bakar. Matanya gak bisa lihat beberapa waktu. Tekanannya super besar, ini nonton deh drakor The First Responders dijelasin lumayan jelas",Negatif,-3
"Tumpahan minyak terjadi di Jalan Pahlawan Revolusi, kawasan Pondok Bambu, Duren Sawit, Jakarta Timur, pada Kamis (14/5/2026). Kondisi jalan yang licin sempat membahayakan pengendara yang melintas di lokasi.

Petugas pemadam kebakaran langsung dikerahkan untuk melakukan https://t.co/1ClZVnYWJa",Negatif,-2
"ð¨ Viral! Damkar Sukabumi Padamkan Kebakaran Motor Pakai Daster ðð¥

Aksi heroik sekaligus unik dilakukan petugas Damkar Sukabumi. Sebuah motor terbakar di depan RSUD Palabuhanratu.

Yang bikin heboh, tim pemadam datang masih mengenakan kostum daster 17-an. Meski begitu, mereka https://t.co/gCdVDMvfim",Negatif,-4
"Kebakaran menghanguskan 10 unit villa di kawasan Uluwatu, Desa Pecatu, Kuta Selatan, Badung, Bali, Kamis (1/1). Kebakaran ini diduga dipicu oleh percikan kembang api saat perayaan malam tahun baru.

Sekretaris Dinas Pemadam Kebakaran (Damkar) Kabupaten Badung, I Nyoman Suardana, https://t.co/VA53W9D0XJ",Negatif,-2
@xpeacessea pemadam kebakaran,Netral,0
"Kekerasan polisi kembali memakan korban jiwa. Kali ini, seorang siswa MTsN di Kota Tual, Maluku bernama Arianto Tawakkal (14) meninggal setelah dihantam helm taktikal oleh anggota Brimob, pada 19 Februari 2026 lalu.

Seorang Anggota Pemadam Kebakaran (Damkar) turut menyentil https://t.co/q2RufhCSvq",Negatif,-7
"Bandung,21 Mei 2026-Jasa Raharja Kantor Cabang Bandung lakukan Sosialisasi JRKU ""Lapor Laka"" di Gedung Kampus Universitas Widyatama Bandung dihadiri Kepala Cabang Bandung Dwi Restu Handoyo &amp; Kanit Gakkum Polrestabes Bandung, AKP Fiekry Adi &amp;dihadiri civitas akademika Universitas. https://t.co/UQMNzrzX7T",Negatif,-2
"Selain itu, petugas juga mengevakuasi pasien di lantai 1, lantai 4, lantai 5, dan lantai 6. Total ada 36 pasien dievakuasi petugas damkar dan tim medis.",Negatif,-3
"@Saham_fess Pak Dasco sudah waktunya sidak pak, bawa polisi ke BEI sekarang, pemadam kebakaran sekalian.",Netral,0
"@DewiAndrayani6 @TxtdariHI osis yg kaya pa prabowo itu mungkin pas ada kebakaran di sekolah doi bilangnya gini, ngapain manggil pemadam orang kita ada APAR kok?",Negatif,-2
"ï¸ï¸ï¸ ï¸
 ï¸ï¸ï¸
Memeriksa kelembutan anak tangga.

 ï¸ï¸ï¸",Negatif,-2
"Ngeri! Tiga Bangunan di Bekasi Hangus Terbakar, 5 Mobil Damkar Dikerahkan | KOMPAS PETANG

https://t.co/PKvKB6Qoki",Negatif,-1
"Kegiatan dirangkai dengan Deklarasi Sanitasi Total Berbasis Masyarakat (STBM) serta pemberian Alat Pemadam Api Ringan (APAR) sebagai upaya memperkuat kepedulian lingkungan dan kesiapsiagaan warga. 

â¡ https://t.co/gX1cEkH97a

#GerakanPilahSampah #LingkunganBersih #STBM https://t.co/bGraOsM4FN",Positif,2
"Sejak 30 tahun lalu, Daâim (65) menanam bibit pinang di lereng Gunung Lemongan di Lumajang, Jawa Timur. Aksinya pernah dianggap gila, sebelum akhirnya ia menjadi tokoh panutan. Tak hanya menghijaukan, belasan hektar pinang yang dia tanam itu pun mampu meredam bencana.

Sebelum https://t.co/ZrZCfmmKqZ",Negatif,-5
"Anggota satgas DAMKAR BS menerima laporan dari Bapak Yoga yang datang langsung ke Pos Padang Panjang untuk meminta bantuan evakuasi cincin pada hari Minggu, 17 Mei 2026 pukul 11.00 WIB. 

Menindak lanjuti laporan tersebut anggota satgas DAMKAR BS

https://t.co/hlMxHOzzna",Negatif,-3
"""Mending Lapor Damkar"". Kalau kalian dapat kesulitan atau depresi mau bunuh diri, laporkan kasusnya ke petugas pemadam kebakaran. Polisi lagi sibuk nanam jagung.

Ini era kaliyuga (kegelapan). Mensos ngurusi sekolah rakyat, sembahyang di rumah dilarang...
https://t.co/KhMpzmj6bT",Negatif,-1
"Keselamatan bukan hanya tanggung jawab petugas, tapi juga dimulai dari kesadaran kita sendiri di rumah maupun tempat kerja. 

Mari lebih waspada terhadap potensi kebakaran dengan rutin memeriksa instalasi listrik, menghindari penggunaan stop kontak berlebihan https://t.co/YhQ57lCmb2",Negatif,-2
"Selain itu, ASN Sektor Grogol Petamburan, Lukmanul Hakim, serta anggota PJLP Grogol Petamburan, Ahmad Sumantri, mengalami cedera mata akibat tersemprot nozzle saat proses pemadaman berlangsung. Lukmanul Hakim diketahui telah dirujuk ke RSCM untuk penanganan medis lebih lanjut.",Positif,1
@arieparikesit Kulon pemadam kebakaran klaten.,Netral,0
"Petunjuk Keselamatan Darurat Kebakaran. 

@divisihumaspolri
@humas_poldajateng

#polrespemalang #pemalang #polisiindonesia #AKBPRendysetiapermana #divisihumaspolri https://t.co/ojy5kGNfMp",Netral,0
"Dua Rumah di Tobek Godang Pekanbaru Terbakar, Damkar Kerahkan Tujuh Mobil Pemadam https://t.co/wZnG1wGFP4",Positif,2
"@afaoundalove Kalau sebentar ad klarifikasi yg tdk mengandung klarifikasi aka cmn ketikan blunder najis plus playing victim, entah se membara apa nih jiwa raga, bhkan pemadam kebakaran aja mungkin angkat kaki dn tanganð",Negatif,-4
"Kebakaran hutan dan lahan (karhutla) mulai menyebar di Riau. Badan Penanggulangan Bencana dan Pemadam Kebakaran (BPBD Damkar) Riau mencatat, hingga 26 Februari, karhutla menghanguskan kawasan seluas 1.041,74 hektar di 11 kabupaten dan kota di Riau.  

https://t.co/N9raZUnzNc",Negatif,-1
@erraent Petugas damkar,Negatif,-1
@Rieryoff Tenang kak ada pemadam kebakaran yg siap membantuu,Positif,1
"Wujud Polri yang sigap dan responsif, personel Polsek Balongbendo bersama petugas pemadam kebakaran bergerak cepat menangani kebakaran lahan kosong demi mencegah api meluas ke permukiman warga.
#PolrestaSidoarjo
#PolriUntukMasyarakat 
#SigapResponsif https://t.co/1kjsQnoF6d",Netral,0
"*baru selese ngajar, masuk ruang dosen, akhirnya kumpul bareng di meja tengah*

Dosen M: kalo ada kejadian di perempatan jalan nih, ada mobil pulici, pemadam kebakaran, ambulans, sama truk mbg, mana yg harus diprioritasin?

W ama dosen P: ...... Tetiba bgt???",Negatif,-2
"mengingat rumah yang dempet2an, semi permanen jadi lebih mudah habis terbakar (biasanya triplek), dan jaringan jalannya susah dijangkau mobil damkar.. untuk mengurangi risiko tsb, kegiatan yg berhubungan sama api (masak di dapur) jadi di luar rumah",Positif,4
"Seorang siswi asal Garut, Jawa Barat, terpaksa meminta bantuan petugas pemadam kebakaran untuk mengambil rapor di sekolahnya.

Simak berita selengkapnya hanya di https://t.co/GbQgoKJzl7
#HardNews_Viral #FlashOne #CariBeritaditvOne #Garut #Damkar #Siswa #FO03 https://t.co/GvVm3Ab20q",Negatif,-2
"Personel Samapta Polda Jabar Bersama Damkar dan BPBD Laksanakan Pembersihan Pascabanjir di Karangligar

Personel Samapta Polda Jawa Barat bersama petugas Pemadam Kebakaran (Damkar) dan BPBD Kabupaten Karawang melaksanakan kegiatan pembersihan sisa-sisa banjir di Sekolah Dasar https://t.co/bxua0qe7pk",Positif,3
"Mengetahui adanya kebakaran,para pekerja sempat berupaya memadamkan api menggunakan alat pemadam api ringan (APAR). Namun kobaran api terus membesar sehingga mereka kemudian melapor kepada petugas keamanan yang langsung menghubungi pemadam kebakaran untuk penanganan lebih lanjut.",Positif,2
"Api yang berasal dari area penyimpanan kardus dan plastik dengan cepat membesar hingga menyentuh atap bangunan dan memicu ledakan besar. Hingga pagi hari, petugas pemadam kebakaran masih melakukan proses pendinginan di lokasi kejadian.

#Kebakaran #GudangTerbakar #JakartaBarat",Negatif,-4
"Tim Rescue DAMKAR BS menindak lanjuti laporan Bapak Erik untuk mengevakuasi ular yang masuk ke mobil pada hari Minggu, 17 Mei 2026 pukul 17.30 WIB. 

Lokasi Ular Kobra tersebut berada di Jl. Gama I, Pasar Baru, Kota Manna.
https://t.co/7wpryQUeXB",Negatif,-5
"Gudang di Cengkareng Terbakar, 19 Mobil Damkar Dikerahkan
https://t.co/CTYpVOZjpy",Positif,1
"Warga Desa Alasmalang panik saat ular sanca kembang masuk kandang ayam. Beruntung, Regu 3 Pos Damkar Kemranjen segera datang untuk evakuasi. Ular sepanjang 3,5 meter berhasil diamankan tanpa masalah. Terima kasih petugas yang sigap! https://t.co/5jUmQdwFh8",Negatif,-2
BANG INI MAH UDAH KEBAKARAN GOSONG AMPE JADI DEBU ANGKAT TANGAN SEMUAAAAAAAAAA PEMADAM MAU LEWAT!!!!! NINUT NINUT NINUTTTTTT,Positif,1
"DPR Minta Polri Berbenah Buntut Fenomena Warga Pilih Lapor ke Damkar ð¥

Anggota Komisi III DPR RI, Abdullah, menyoroti fenomena masyarakat yang belakangan ini lebih memilih menghubungi petugas pemadam kebakaran (Damkar) dibandingkan melapor kepada kepolisian.

#Aktualcom https://t.co/HdCQsjBZvw",Positif,1
"Pemulihan Pasca Bencana Mobil Damkar TNI Dikerahkan Bantu Warga

Sebagai bagian dari upaya pemulihan pascabencana, TNI mengerahkan kendaraan pemadam kebakaran untuk membantu kebutuhan air bersih masyarakat terdampak. Langkah ini merupakan wujud nyata kepedulian dan kehadiran https://t.co/Fw5isSFhbh",Netral,0
"@pramukopi â â â  
Berbalutkan kaos putih, celana olahraga, pemuda itu berlenggang menuju kediaman milik Giazi, lengkap dengan sekantong obatâtitipan Giaziâ yang menggantung pada stang sepeda. 
 ï¸ï¸      ï¸ï¸ 
 ï¸ï¸      ï¸ï¸",Negatif,-3
"Selasa,19 Mei 2026 18.54 WIB
SIAP  112 Kota Mojokerto menerima laporan kebakaran tiang PJU di Taman Kehati  Gelora A. Yani, Kel. Wates, Kec. Magersari. Api berhasil dipadamkan  oleh petugas Damkar dengan bantuan penanganan dari DLH Kota Mojokerto.
#SIAP112KotaMojokerto https://t.co/8bjKFA0k4n",Netral,0
"Tim RESCUE Pemadam Kebakaran Bengkulu Selatan menindak lanjuti laporan Bapak Buyung Augi untuk mengevakuasi sarang tawon Vespa Affinis pada hari Jumat, 15 Mei 2026 pukul 10.30 WIB. 

Lokasi sarang tawon tersebut berada di Jl. Ahmad Yani, Ibul, Kota Manna

https://t.co/l1FdI4EnaX",Negatif,-4
"Wah menarik nih detikers. Rich Brian dan beberapa selebriti lainnya tiba-tiba ikut pelatihan Pemadam Kebakaran (Damkar). Penasaran gak sih gimana seorang Rich Brian ikut pelatihan ini? Yuk simak video berikut.. 

&gt;&gt;https://t.co/gaIeOfI2hv

#detikedu https://t.co/OKiQBctYoq",Negatif,-2
"SATPOLAIRUD POLRESTA PATI
GIAT INOVATIF SI POLACEKAL
Anggota Satpolairud dipimpin  Kbo Satpolairud  Aipda Eko Setiyanto.S.H melaksanakan giat inovatif SIPOLA CEKAL (Polisi Polairud Cegah Kebakaran Kapal) memberikan himbauan kepada para pekerja pengelasan/panas didok,dermaga https://t.co/yvMKvHesAG",Netral,0
