text,text_clean,token,normalisasi,stopwords,stemming,label
"Memang TNI sekarang ada tugas tambahan selain mengelola SPPG juga jadi pemadam kebakaran ???
Kenapa tdk diberikan langsung ke Damkar utk memperkuat armada agar lebih sigap ! https://t.co/JrUhZYPUFA",memang tni sekarang ada tugas tambahan selain mengelola sppg juga jadi pemadam kebakaran kenapa tdk diberikan langsung ke damkar utk memperkuat armada agar lebih sigap,memang tni sekarang ada tugas tambahan selain mengelola sppg juga jadi pemadam kebakaran kenapa tdk diberikan langsung ke damkar utk memperkuat armada agar lebih sigap,memang tni sekarang ada tugas tambahan selain mengelola sppg juga jadi pemadam kebakaran kenapa tidak diberikan langsung ke damkar untuk memperkuat armada agar lebih sigap,tni tugas tambahan mengelola sppg pemadam kebakaran langsung damkar memperkuat armada sigap,tni tugas tambah kelola sppg madam bakar langsung damkar kuat armada sigap,Positif
"*BRIMOB SULUT BERSAMA DAMKAR KOTA MANADO BERHASIL PADAMKAN KEBAKARAN DI MEGAMALL MANADO*

Personel Brimob Polda Sulut bersama Dinas Pemadam Kebakaran Kota Manado berhasil memadamkan kobaran api yang terjadi di kawasan Megamall Manado Hari Sabtu 16/06/2026

#humasbrimobsulut https://t.co/KrMrffrOOw",brimob sulut bersama damkar kota manado berhasil padamkan kebakaran di megamall manado personel brimob polda sulut bersama dinas pemadam kebakaran kota manado berhasil memadamkan kobaran api yang terjadi di kawasan megamall manado hari sabtu,brimob sulut bersama damkar kota manado berhasil padamkan kebakaran di megamall manado personel brimob polda sulut bersama dinas pemadam kebakaran kota manado berhasil memadamkan kobaran api yang terjadi di kawasan megamall manado hari sabtu,brimob sulut bersama damkar kota manado berhasil padamkan kebakaran di megamall manado personel brimob polda sulut bersama dinas pemadam kebakaran kota manado berhasil memadamkan kobaran api yang terjadi di kawasan megamall manado hari sabtu,brimob sulut damkar kota manado berhasil padamkan kebakaran megamall manado personel brimob polda sulut dinas pemadam kebakaran kota manado berhasil memadamkan kobaran api kawasan megamall manado sabtu,brimob sulut damkar kota manado hasil padam bakar megamall manado personel brimob polda sulut dinas madam bakar kota manado hasil madam kobar api kawasan megamall manado sabtu,Positif
"Aksi Damkar Garut Terobos Jalan Saat Tugas, Ini Pesan Penting untuk Pengguna Jalan

Petugas pemadam kebakaran Aghiel Ghilman Muttaqien membagikan momen menegangkan saat mobil damkar melaju menuju lokasi kebakaran di Garut, Jawa Barat, melalui akun Instagram @agil_gm. Peristiwa https://t.co/4Tg05uWNJ2",aksi damkar garut terobos jalan saat tugas ini pesan penting untuk pengguna jalan petugas pemadam kebakaran aghiel ghilman muttaqien membagikan momen menegangkan saat mobil damkar melaju menuju lokasi kebakaran di garut jawa barat melalui akun instagram peristiwa,aksi damkar garut terobos jalan saat tugas ini pesan penting untuk pengguna jalan petugas pemadam kebakaran aghiel ghilman muttaqien membagikan momen menegangkan saat mobil damkar melaju menuju lokasi kebakaran di garut jawa barat melalui akun instagram peristiwa,aksi damkar garut terobos jalan saat tugas ini pesan penting untuk pengguna jalan petugas pemadam kebakaran aghiel ghilman muttaqien membagikan peristiwa menegangkan saat mobil damkar melaju menuju lokasi kebakaran di garut jawa barat melalui akun instagram peristiwa,aksi damkar garut terobos jalan tugas pesan pengguna jalan petugas pemadam kebakaran aghiel ghilman muttaqien membagikan peristiwa menegangkan mobil damkar melaju lokasi kebakaran garut jawa barat akun instagram peristiwa,aksi damkar garut terobos jalan tugas pesan guna jalan tugas madam bakar aghiel ghilman muttaqien bagi peristiwa tegang mobil damkar laju lokasi bakar garut jawa barat akun instagram peristiwa,Positif
"Lowongan kerja petugas pemadam kebakaran (Damkar) yang dibuka oleh Pemerintah Provinsi DKI Jakarta berhasil mencuri perhatian publik, tanpa terkecuali mereka yang sedang mencari pekerjaan. Pelamarnya pun banyak yang berasal dari luar Jakarta. 

Fenomena tersebut berawal dari https://t.co/31ZfaDywMV",lowongan kerja petugas pemadam kebakaran damkar yang dibuka oleh pemerintah provinsi dki jakarta berhasil mencuri perhatian publik tanpa terkecuali mereka yang sedang mencari pekerjaan pelamarnya pun banyak yang berasal dari luar jakarta fenomena tersebut berawal dari,lowongan kerja petugas pemadam kebakaran damkar yang dibuka oleh pemerintah provinsi dki jakarta berhasil mencuri perhatian publik tanpa terkecuali mereka yang sedang mencari pekerjaan pelamarnya pun banyak yang berasal dari luar jakarta fenomena tersebut berawal dari,lowongan kerja petugas pemadam kebakaran damkar yang dibuka oleh pemerintah provinsi dki jakarta berhasil mencuri perhatian publik tanpa terkecuali mereka yang sedang mencari pekerjaan pelamarnya pun banyak yang berasal dari luar jakarta fenomena tersebut berawal dari,lowongan kerja petugas pemadam kebakaran damkar dibuka pemerintah provinsi dki jakarta berhasil mencuri perhatian publik terkecuali mencari pekerjaan pelamarnya berasal jakarta fenomena,lowong kerja tugas madam bakar damkar buka perintah provinsi dki jakarta hasil curi perhati publik kecuali cari kerja lamar asal jakarta fenomena,Negatif
"Wujud Polri sigap dan responsif, personel Polsek Waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di Desa Kedungrejo. 

#PolrestaSidoarjo
#PolriUntukMasyarakat
#PolriPresisi https://t.co/EuF6aNivwH",wujud polri sigap dan responsif personel polsek waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di desa kedungrejo,wujud polri sigap dan responsif personel polsek waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di desa kedungrejo,wujud polri sigap dan responsif personel polsek waru bersama petugas pemadam kebakaran turun langsung melakukan evakuasi pohon tumbang di desa kedungrejo,wujud polri sigap responsif personel polsek waru petugas pemadam kebakaran turun langsung evakuasi pohon tumbang desa kedungrejo,wujud polri sigap responsif personel polsek waru tugas madam bakar turun langsung evakuasi pohon tumbang desa kedungrejo,Positif
"Kalau ada korban yang harus dievakuasi dari area dengan perbedaan ketinggian, bagaimana cara evakuasinya ya?

Sobat Pemadam, proses evakuasi seperti ini dapat dilakukan menggunakan alat bernama Tripod Rescue. 

#TripodRescue #PemadamJakarta #JagaJakarta #JAKI - @dkijakarta https://t.co/edgTUgf2Tv",kalau ada korban yang harus dievakuasi dari area dengan perbedaan ketinggian bagaimana cara evakuasinya ya sobat pemadam proses evakuasi seperti ini dapat dilakukan menggunakan alat bernama tripod rescue,kalau ada korban yang harus dievakuasi dari area dengan perbedaan ketinggian bagaimana cara evakuasinya ya sobat pemadam proses evakuasi seperti ini dapat dilakukan menggunakan alat bernama tripod rescue,kalau ada korban yang harus dievakuasi dari area dengan perbedaan ketinggian bagaimana cara evakuasinya ya teman pemadam proses evakuasi seperti ini dapat dilakukan menggunakan alat bernama tripod rescue,korban dievakuasi area perbedaan ketinggian evakuasinya teman pemadam proses evakuasi alat bernama tripod rescue,korban evakuasi area beda tinggi evakuasi teman madam proses evakuasi alat nama tripod rescue,Negatif
"Asap tipis yang muncul dari dapur sering dianggap sepele, sampai beberapa menit kemudian api mulai membesar dan membuat panik seluruh penghuni rumah. Dalam situasi seperti itu, mengetahui https://t.co/HsrQHHasct",asap tipis yang muncul dari dapur sering dianggap sepele sampai beberapa menit kemudian api mulai membesar dan membuat panik seluruh penghuni rumah dalam situasi seperti itu mengetahui,asap tipis yang muncul dari dapur sering dianggap sepele sampai beberapa menit kemudian api mulai membesar dan membuat panik seluruh penghuni rumah dalam situasi seperti itu mengetahui,asap tipis yang muncul dari dapur sering dianggap sepele sampai beberapa menit kemudian api mulai membesar dan membuat panik seluruh penghuni rumah dalam situasi seperti itu mengetahui,asap tipis muncul dapur dianggap sepele menit api membesar panik penghuni rumah situasi,asap tipis muncul dapur anggap sepele menit api besar panik huni rumah situasi,Netral
"Petugas pemadam kebakaran sempat terkendala saat berusaha memadamkan dan mengevakuasi korban kebakaran rumah di Jalan Rambutan Timur VI, Tanjung Duren, Grogol Petamburan, Jakarta Barat, Jumat (17/4/2026) dini hari.

Baca Selengkapnya di: https://t.co/SncO6yTCA5

~AC #Korban https://t.co/IXxzZLshrd",petugas pemadam kebakaran sempat terkendala saat berusaha memadamkan dan mengevakuasi korban kebakaran rumah di jalan rambutan timur vi tanjung duren grogol petamburan jakarta barat jumat dini hari baca selengkapnya di ac,petugas pemadam kebakaran sempat terkendala saat berusaha memadamkan dan mengevakuasi korban kebakaran rumah di jalan rambutan timur vi tanjung duren grogol petamburan jakarta barat jumat dini hari baca selengkapnya di ac,petugas pemadam kebakaran sempat terkendala saat berusaha memadamkan dan mengevakuasi korban kebakaran rumah di jalan rambutan timur vi tanjung duren grogol petamburan jakarta barat jumat dini hari baca selengkapnya di ac,petugas pemadam kebakaran terkendala berusaha memadamkan mengevakuasi korban kebakaran rumah jalan rambutan timur vi tanjung duren grogol petamburan jakarta barat jumat baca selengkapnya ac,tugas madam bakar kendala usaha madam evakuasi korban bakar rumah jalan rambutan timur vi tanjung duren grogol tambur jakarta barat jumat baca lengkap ac,Positif
"DAMKAR MULTI TALENT - KOK BISA?! ðð

DAMKAR USIR ULAT GHOIB?!

Petugas Damkar bernama Rayhan Hafidz Setiawan yang bertugas di Pos Pemadam Kebakaran Menganti menjelaskan bahwa ibu itu bernama Khoirin, warga Perumahan Swan Palemwatu, Menganti, Gresik. https://t.co/FPeqD0lXef",damkar multi talent kok bisa damkar usir ulat ghoib petugas damkar bernama rayhan hafidz setiawan yang bertugas di pos pemadam kebakaran menganti menjelaskan bahwa ibu itu bernama khoirin warga perumahan swan palemwatu menganti gresik,damkar multi talent kok bisa damkar usir ulat ghoib petugas damkar bernama rayhan hafidz setiawan yang bertugas di pos pemadam kebakaran menganti menjelaskan bahwa ibu itu bernama khoirin warga perumahan swan palemwatu menganti gresik,damkar multi talent kok bisa damkar usir ulat ghoib petugas damkar bernama rayhan hafidz setiawan yang bertugas di pos pemadam kebakaran menganti menjelaskan bahwa ibu itu bernama khoirin warga perumahan swan palemwatu menganti gresik,damkar multi talent damkar usir ulat ghoib petugas damkar bernama rayhan hafidz setiawan bertugas pos pemadam kebakaran menganti bernama khoirin warga perumahan swan palemwatu menganti gresik,damkar multi talent damkar usir ulat ghoib tugas damkar nama rayhan hafidz setiawan tugas pos madam bakar anti nama khoirin warga rumah swan palemwatu anti gresik,Negatif
Titik api ditemukan di lantai 5 yang merupakan ruang farmasi. Petugas pemadam kebakaran berupaya memecahkan sejumlah kaca menggunakan blower untuk mengeluarkan asap.,titik api ditemukan di lantai yang merupakan ruang farmasi petugas pemadam kebakaran berupaya memecahkan sejumlah kaca menggunakan blower untuk mengeluarkan asap,titik api ditemukan di lantai yang merupakan ruang farmasi petugas pemadam kebakaran berupaya memecahkan sejumlah kaca menggunakan blower untuk mengeluarkan asap,titik api ditemukan di lantai yang merupakan ruang farmasi petugas pemadam kebakaran berupaya memecahkan sejumlah kaca menggunakan blower untuk mengeluarkan asap,titik api ditemukan lantai ruang farmasi petugas pemadam kebakaran berupaya memecahkan kaca blower mengeluarkan asap,titik api temu lantai ruang farmasi tugas madam bakar upaya pecah kaca blower keluar asap,Negatif
"Aksi anggota  petugas pemadam kebakaran (damkar) di Cisaat, Kabupaten Sukabumi, Jawa  Barat, berhasil mengevakuasi sarang tawon vespa di rumah warga.

ð¹ : damkar.6.cisaat via TikTok

Petugas  Damkar tersebut berhasil menaklukkan kawanan tawon dengan teknik  semprotan bensin. https://t.co/Djf5tlIqIW",aksi anggota petugas pemadam kebakaran damkar di cisaat kabupaten sukabumi jawa barat berhasil mengevakuasi sarang tawon vespa di rumah warga damkarcisaat via tiktok petugas damkar tersebut berhasil menaklukkan kawanan tawon dengan teknik semprotan bensin,aksi anggota petugas pemadam kebakaran damkar di cisaat kabupaten sukabumi jawa barat berhasil mengevakuasi sarang tawon vespa di rumah warga damkarcisaat via tiktok petugas damkar tersebut berhasil menaklukkan kawanan tawon dengan teknik semprotan bensin,aksi anggota petugas pemadam kebakaran damkar di cisaat kabupaten sukabumi jawa barat berhasil mengevakuasi sarang tawon vespa di rumah warga damkarcisaat via tiktok petugas damkar tersebut berhasil menaklukkan kawanan tawon dengan teknik semprotan bensin,aksi anggota petugas pemadam kebakaran damkar cisaat kabupaten sukabumi jawa barat berhasil mengevakuasi sarang tawon vespa rumah warga damkarcisaat via tiktok petugas damkar berhasil menaklukkan kawanan tawon teknik semprotan bensin,aksi anggota tugas madam bakar damkar cisaat kabupaten sukabumi jawa barat hasil evakuasi sarang tawon vespa rumah warga damkarcisaat via tiktok tugas damkar hasil takluk kawan tawon teknik semprot bensin,Negatif
"Jadi kmren gw lewat dari bubulak arah Yasmin, di jembatan itu ada sosok cowo, gondrong, pake baju hitam, celana nya hitam tapi agak lebih pudar dari bajunya. Jalan biasa aja, tapi bersimbah dar*h. Terus gw ngomong ke temen gw ""eh itu orang berdarah-darah. Eh dia gak liat dongg.",jadi kmren gw lewat dari bubulak arah yasmin di jembatan itu ada sosok cowo gondrong pake baju hitam celana nya hitam tapi agak lebih pudar dari bajunya jalan biasa aja tapi bersimbah darh terus gw ngomong ke temen gw eh itu orang berdarahdarah eh dia gak liat dongg,jadi kmren gw lewat dari bubulak arah yasmin di jembatan itu ada sosok cowo gondrong pake baju hitam celana nya hitam tapi agak lebih pudar dari bajunya jalan biasa aja tapi bersimbah darh terus gw ngomong ke temen gw eh itu orang berdarahdarah eh dia gak liat dongg,jadi kmren aku lewat dari bubulak arah yasmin di jembatan itu ada sosok cowok gondrong pakai baju hitam celana nya hitam tapi agak lebih pudar dari bajunya jalan biasa saja tapi bersimbah darh terus aku ngomong ke teman aku eh itu orang berdarahdarah eh dia tidak lihat dongg,kmren bubulak arah yasmin jembatan sosok cowok gondrong pakai baju hitam celana nya hitam pudar bajunya jalan bersimbah darh ngomong teman orang berdarahdarah lihat dongg,kmren bubulak arah yasmin jembatan sosok cowok gondrong pakai baju hitam celana nya hitam pudar baju jalan simbah darh ngomong teman orang berdarahdarah lihat dongg,Negatif
"HUJAN DEBU PT MORTAR NASIONAL INDONESIA WARGA JAMPANG BOGOR SESAK NAPAS HINGGA TERPELESET

Warga Desa Jampang, Kemang, Kabupaten Bogor. Kondisi di lapangan saat ini betul-betul memprihatinkan. 

Permukiman warga, tanaman, sampai jalanan kampung tampak memutih terselimuti https://t.co/RF086OvfGr",hujan debu pt mortar nasional indonesia warga jampang bogor sesak napas hingga terpeleset warga desa jampang kemang kabupaten bogor kondisi di lapangan saat ini betulbetul memprihatinkan permukiman warga tanaman sampai jalanan kampung tampak memutih terselimuti,hujan debu pt mortar nasional indonesia warga jampang bogor sesak napas hingga terpeleset warga desa jampang kemang kabupaten bogor kondisi di lapangan saat ini betulbetul memprihatinkan permukiman warga tanaman sampai jalanan kampung tampak memutih terselimuti,hujan debu pt mortar nasional indonesia warga jampang bogor sesak nafas hingga terpeleset warga desa jampang kemang kabupaten bogor kondisi di lapangan saat ini betulbetul memprihatinkan permukiman warga tanaman sampai jalanan kampung tampak memutih terselimuti,hujan debu pt mortar nasional indonesia warga jampang bogor sesak nafas terpeleset warga desa jampang kemang kabupaten bogor kondisi lapangan betulbetul memprihatinkan permukiman warga tanaman jalanan kampung memutih terselimuti,hujan debu pt mortar nasional indonesia warga jampang bogor sesak nafas peleset warga desa jampang kemang kabupaten bogor kondisi lapang betulbetul prihatin mukim warga tanam jalan kampung mutih limut,Negatif
nggak ada petugas DAMKAR or BASARNAS sih..,nggak ada petugas damkar or basarnas sih,nggak ada petugas damkar or basarnas sih,tidak ada petugas damkar atau basarnas sih,petugas damkar basarnas,tugas damkar basarnas,Negatif
"Ratusan warga Desa Warembungan, Kecamatan Pineleng, Kabupaten Minahasa, Sulawesi Utara, memadati lokasi kebakaran rumah di Jaga 2. Sebanyak tujuh unit mobil pemadam kebakaran dikerahkan untuk memadamkan api yang melalap rumah warga di samping Gereja Katolik Santo Petrus https://t.co/oU15Bha8OR",ratusan warga desa warembungan kecamatan pineleng kabupaten minahasa sulawesi utara memadati lokasi kebakaran rumah di jaga sebanyak tujuh unit mobil pemadam kebakaran dikerahkan untuk memadamkan api yang melalap rumah warga di samping gereja katolik santo petrus,ratusan warga desa warembungan kecamatan pineleng kabupaten minahasa sulawesi utara memadati lokasi kebakaran rumah di jaga sebanyak tujuh unit mobil pemadam kebakaran dikerahkan untuk memadamkan api yang melalap rumah warga di samping gereja katolik santo petrus,ratusan warga desa warembungan kecamatan pineleng kabupaten minahasa sulawesi utara memadati lokasi kebakaran rumah di jaga sebanyak tujuh unit mobil pemadam kebakaran dikerahkan untuk memadamkan api yang melalap rumah warga di samping gereja katolik santo petrus,ratusan warga desa warembungan kecamatan pineleng kabupaten minahasa sulawesi utara memadati lokasi kebakaran rumah jaga tujuh unit mobil pemadam kebakaran dikerahkan memadamkan api melalap rumah warga samping gereja katolik santo petrus,ratus warga desa warembungan camat leng kabupaten minahasa sulawesi utara padat lokasi bakar rumah jaga tujuh unit mobil madam bakar kerah madam api lalap rumah warga samping gereja katolik santo petrus,Negatif
"@fallinbeen Baru kemaren di komen damkar suruh kasih apar, eh gak digubris, jadi kebakaran lagi kan, kasian pemadam kebakarannya ð« ",baru kemaren di komen damkar suruh kasih apar eh gak digubris jadi kebakaran lagi kan kasian pemadam kebakarannya,baru kemaren di komen damkar suruh kasih apar eh gak digubris jadi kebakaran lagi kan kasian pemadam kebakarannya,baru kemarin di komen damkar suruh kasih apar eh tidak digubris jadi kebakaran lagi kan kasihan pemadam kebakarannya,kemarin komen damkar suruh kasih apar digubris kebakaran kasihan pemadam kebakarannya,kemarin komen damkar suruh kasih apar gubris bakar kasihan madam bakar,Negatif
"Kebakaran yang melanda pabrik plastik di kawasan Cengkareng, Jakarta Barat, masih dalam proses pendinginan hingga Selasa (19/5).

Sebanyak tiga orang dilaporkan mengalami luka ringan, termasuk petugas pemadam dan relawan damkar. Puluhan unit mobil pemadam kebakaran masih https://t.co/vbcH1M3pDi",kebakaran yang melanda pabrik plastik di kawasan cengkareng jakarta barat masih dalam proses pendinginan hingga selasa sebanyak tiga orang dilaporkan mengalami luka ringan termasuk petugas pemadam dan relawan damkar puluhan unit mobil pemadam kebakaran masih,kebakaran yang melanda pabrik plastik di kawasan cengkareng jakarta barat masih dalam proses pendinginan hingga selasa sebanyak tiga orang dilaporkan mengalami luka ringan termasuk petugas pemadam dan relawan damkar puluhan unit mobil pemadam kebakaran masih,kebakaran yang melanda pabrik plastik di kawasan cengkareng jakarta barat masih dalam proses pendinginan hingga selasa sebanyak tiga orang dilaporkan mengalami luka ringan termasuk petugas pemadam dan relawan damkar puluhan unit mobil pemadam kebakaran masih,kebakaran melanda pabrik plastik kawasan cengkareng jakarta barat proses pendinginan selasa orang dilaporkan mengalami luka ringan petugas pemadam relawan damkar puluhan unit mobil pemadam kebakaran,bakar landa pabrik plastik kawasan cengkareng jakarta barat proses dingin selasa orang lapor alami luka ringan tugas madam rawan damkar puluh unit mobil madam bakar,Negatif
"Menko Kumham Imigrasi dan Pemasyarakatan Yusril Ihza Mahendra menyoroti fenomena masyarakat yang kini lebih sering menghubungi petugas pemadam kebakaran dibandingkan polisi ketika menghadapi berbagai masalah.

Ia menyebut banyak warga memanggil damkar untuk urusan yang sejatinya https://t.co/vktDvGq9CT",menko kumham imigrasi dan pemasyarakatan yusril ihza mahendra menyoroti fenomena masyarakat yang kini lebih sering menghubungi petugas pemadam kebakaran dibandingkan polisi ketika menghadapi berbagai masalah ia menyebut banyak warga memanggil damkar untuk urusan yang sejatinya,menko kumham imigrasi dan pemasyarakatan yusril ihza mahendra menyoroti fenomena masyarakat yang kini lebih sering menghubungi petugas pemadam kebakaran dibandingkan polisi ketika menghadapi berbagai masalah ia menyebut banyak warga memanggil damkar untuk urusan yang sejatinya,menko kumham imigrasi dan pemasyarakatan yusril ihza mahendra menyoroti fenomena masyarakat yang kini lebih sering menghubungi petugas pemadam kebakaran dibandingkan polisi ketika menghadapi berbagai masalah ia menyebut banyak warga memanggil damkar untuk urusan yang sejatinya,menko kumham imigrasi pemasyarakatan yusril ihza mahendra menyoroti fenomena masyarakat menghubungi petugas pemadam kebakaran dibandingkan polisi menghadapi menyebut warga memanggil damkar urusan sejatinya,menko kumham imigrasi masyarakat yusril ihza mahendra sorot fenomena masyarakat hubung tugas madam bakar banding polisi hadap sebut warga panggil damkar urus sejati,Positif
"Sabtu, 16-05-2026 | 12.13 WIB

SIAP 112 Kota Mojokerto menerima laporan adanya ular di teras rumah warga di Panggreman, Kel. Kranggan, Kec. Kranggan. Ular tersebut sudah diamankan oleh petugas Damkar Kota Mojokerto.

#SIAP112KotaMojokerto https://t.co/j4AZKQ65VC",sabtu wib siap kota mojokerto menerima laporan adanya ular di teras rumah warga di panggreman kel kranggan kec kranggan ular tersebut sudah diamankan oleh petugas damkar kota mojokerto,sabtu wib siap kota mojokerto menerima laporan adanya ular di teras rumah warga di panggreman kel kranggan kec kranggan ular tersebut sudah diamankan oleh petugas damkar kota mojokerto,sabtu wib siap kota mojokerto menerima laporan adanya ular di teras rumah warga di panggreman kelas kranggan kec kranggan ular tersebut sudah diamankan oleh petugas damkar kota mojokerto,sabtu wib kota mojokerto menerima laporan ular teras rumah warga panggreman kelas kranggan kec kranggan ular diamankan petugas damkar kota mojokerto,sabtu wib kota mojokerto terima lapor ular teras rumah warga panggreman kelas kranggan kec kranggan ular aman tugas damkar kota mojokerto,Negatif
"Gw punya 1 wishlist gatau menurut kalian aneh atau enggak, tapi gw pengen banget main ke kantor pemadam kebakaran.. sepengen itu.. please kalo ada damkar atau yang tau, boleh gak sih main ke kantor damkar buat liat liat? ð­ð­",gw punya wishlist gatau menurut kalian aneh atau enggak tapi gw pengen banget main ke kantor pemadam kebakaran sepengen itu please kalo ada damkar atau yang tau boleh gak sih main ke kantor damkar buat liat liat,gw punya wishlist gatau menurut kalian aneh atau enggak tapi gw pengen banget main ke kantor pemadam kebakaran sepengen itu please kalo ada damkar atau yang tau boleh gak sih main ke kantor damkar buat liat liat,aku punya wishlist tidak tahu menurut kalian aneh atau tidak tapi aku ingin sekali main ke kantor pemadam kebakaran sepengen itu tolong kalau ada damkar atau yang tau boleh tidak sih main ke kantor damkar buat lihat lihat,wishlist tidak tahu aneh main kantor pemadam kebakaran sepengen tolong damkar tau main kantor damkar lihat lihat,wishlist tidak tahu aneh main kantor madam bakar ken tolong damkar tau main kantor damkar lihat lihat,Positif
"Kabid Pemadam Kebakaran Dinas Pemadam Kebakaran dan Penyelamatan (DPKP) Kota Surabaya, M. Rokhim mengatakan, api berasal dari ruang farmasi lantai 5 Gedung Pusat Pelayanan Jantung (PPJT).",kabid pemadam kebakaran dinas pemadam kebakaran dan penyelamatan dpkp kota surabaya m rokhim mengatakan api berasal dari ruang farmasi lantai gedung pusat pelayanan jantung ppjt,kabid pemadam kebakaran dinas pemadam kebakaran dan penyelamatan dpkp kota surabaya m rokhim mengatakan api berasal dari ruang farmasi lantai gedung pusat pelayanan jantung ppjt,kabid pemadam kebakaran dinas pemadam kebakaran dan penyelamatan dpkp kota surabaya m rokhim mengatakan api berasal dari ruang farmasi lantai gedung pusat pelayanan jantung ppjt,kabid pemadam kebakaran dinas pemadam kebakaran penyelamatan dpkp kota surabaya m rokhim api berasal ruang farmasi lantai gedung pusat pelayanan jantung ppjt,kabid madam bakar dinas madam bakar selamat dpkp kota surabaya m rokhim api asal ruang farmasi lantai gedung pusat layan jantung ppjt,Negatif
"@Pacar_Gojo_ Lah iya nyak, panggilin petugas rsj aja ama damkar",lah iya nyak panggilin petugas rsj aja ama damkar,lah iya nyak panggilin petugas rsj aja ama damkar,lah iya nyak panggilin petugas rsj saja sama damkar,iya nyak panggilin petugas rsj damkar,iya nyak panggilin tugas rsj damkar,Netral
"Gedung Asrama Polri di Cilenggang, Serpong, Tanggerang Selatan, dilahap api pada Rabu siang ini (3/9/2025). Sebanyak 11 rumah terbakar dalam insiden ini. Petugas pemadam kebakaran (Damkar) sudah berada di lokasi untuk menjinakkan api.

Hingga kini, belum diketahui apa penyebab https://t.co/q9EH4cXwU7",gedung asrama polri di cilenggang serpong tanggerang selatan dilahap api pada rabu siang ini sebanyak rumah terbakar dalam insiden ini petugas pemadam kebakaran damkar sudah berada di lokasi untuk menjinakkan api hingga kini belum diketahui apa penyebab,gedung asrama polri di cilenggang serpong tanggerang selatan dilahap api pada rabu siang ini sebanyak rumah terbakar dalam insiden ini petugas pemadam kebakaran damkar sudah berada di lokasi untuk menjinakkan api hingga kini belum diketahui apa penyebab,gedung asrama polri di cilenggang serpong tanggerang selatan dilahap api pada rabu siang ini sebanyak rumah terbakar dalam insiden ini petugas pemadam kebakaran damkar sudah berada di lokasi untuk menjinakkan api hingga kini belum diketahui apa penyebab,gedung asrama polri cilenggang serpong tanggerang selatan dilahap api rabu siang rumah terbakar insiden petugas pemadam kebakaran damkar lokasi menjinakkan api penyebab,gedung asrama polri cilenggang serpong tanggerang selatan lahap api rabu siang rumah bakar insiden tugas madam bakar damkar lokasi jinak api sebab,Netral
"@ndoet_kana @ndoet_kana Â  Â Â Halo Kak, admin siap melayani sepenuh hati. Mohon maaf atas kendalanya. Mohon kesediaan Kakak untuk memberikan tanda bahaya di lokasi menggunakan alat yang tidak dapat menghantarkan arus listrik jika masih memungkinkan. Agar dapat admin tindak lanjuti bisa infokan",halo kak admin siap melayani sepenuh hati mohon maaf atas kendalanya mohon kesediaan kakak untuk memberikan tanda bahaya di lokasi menggunakan alat yang tidak dapat menghantarkan arus listrik jika masih memungkinkan agar dapat admin tindak lanjuti bisa infokan,halo kak admin siap melayani sepenuh hati mohon maaf atas kendalanya mohon kesediaan kakak untuk memberikan tanda bahaya di lokasi menggunakan alat yang tidak dapat menghantarkan arus listrik jika masih memungkinkan agar dapat admin tindak lanjuti bisa infokan,halo kakak admin siap melayani sepenuh hati mohon maaf atas kendalanya mohon kesediaan kakak untuk memberikan tanda bahaya di lokasi menggunakan alat yang tidak dapat menghantarkan arus listrik jika masih memungkinkan agar dapat admin tindak lanjuti bisa infokan,halo kakak admin melayani sepenuh hati mohon maaf kendalanya mohon kesediaan kakak tanda bahaya lokasi alat menghantarkan arus listrik admin tindak lanjuti infokan,halo kakak admin layan sepenuh hati mohon maaf kendala mohon sedia kakak tanda bahaya lokasi alat hantar arus listrik admin tindak lanjut info,Negatif
Gubernur @pramonoanung menghadiri penyerahan hibah Kendaraan Dinas Operasional (KDO) Pemadam Kebakaran (Damkar) milik Dinas Penanggulangan Kebakaran dan Penyelamatan (Gulkarmat) DKI Jakarta kepada 14 daerah di Indonesia.  https://t.co/EEhcO7CVVF,gubernur menghadiri penyerahan hibah kendaraan dinas operasional kdo pemadam kebakaran damkar milik dinas penanggulangan kebakaran dan penyelamatan gulkarmat dki jakarta kepada daerah di indonesia,gubernur menghadiri penyerahan hibah kendaraan dinas operasional kdo pemadam kebakaran damkar milik dinas penanggulangan kebakaran dan penyelamatan gulkarmat dki jakarta kepada daerah di indonesia,gubernur menghadiri penyerahan hibah kendaraan dinas operasional kdo pemadam kebakaran damkar milik dinas penanggulangan kebakaran dan penyelamatan gulkarmat dki jakarta kepada daerah di indonesia,gubernur menghadiri penyerahan hibah kendaraan dinas operasional kdo pemadam kebakaran damkar milik dinas penanggulangan kebakaran penyelamatan gulkarmat dki jakarta daerah indonesia,gubernur hadir serah hibah kendara dinas operasional kdo madam bakar damkar milik dinas tanggulang bakar selamat gulkarmat dki jakarta daerah indonesia,Positif
